Tilda UID,Brand,SKU,Mark,Category,Title,Description,Text,Photo,Price,Quantity,Price Old,Editions,Modifications,External ID,Parent UID,Characteristics:Страна,Characteristics:Винтаж,Characteristics:Регион,Characteristics:Состав,Characteristics:Объем,Characteristics:Алк.,Characteristics:PR,Characteristics:Субрегион,Characteristics:WS,Characteristics:Тип,Characteristics:Vinous,Characteristics:JS,Characteristics:RP,Characteristics:Страна производства,Characteristics:Производитель,Characteristics:Материал,Characteristics:Терруар,Characteristics:Площадь виноградника,Characteristics:Возраст лоз,Characteristics:Особенности производства,Characteristics:Интересный факт,Characteristics:Декантер,Characteristics:Коллекция,Characteristics:Потенциал зрелости,Weight,Length,Width,Height,SEO title,SEO descr,FB title,FB descr,Url
990507516951,Chateau Pape Clement,,,Франция;MarketWinetime;Pape Clement;Бордо;10 000 - 30 000;Secret-Margaux,"Chateau Pape Clement Grand Cru Classe de Graves 2008, 750 ml",,"Пап Клеман 2008 - один из главных успехов своего винтажа. Виноград для него собирали очень поздно - с 8 по 24 октября. О превосходной зрелости ягод говорит сладкий букет: черешня, черносмородиновый ликер, дымно-жареная и грифельная ноты. Хорошо сбалансированное, почти полнотельное вино с отличной линией кислотности, зрелыми танинами и многомерным вкусом. Этот превосходный 2008-й можно выпить уже сейчас или отложить на 15+ лет. <br /><br /> <em>Wine Advocate, 2011</em><br />",https://static.tildacdn.com/tild3164-3938-4265-a363-333139613539/pape-clement-2008-2.jpg,24460.00,,,,,EtNF0h0yr7dT0Hh9Ty3X,,Франция,2008,Бордо,"каберне совиньон, мерло, каберне фран, пти вердо","0,75","13,5%",95,Пессак Леоньян,90,"Красное, сухое",,,95,Франция,https://bernard-magrez.com/en/le-chateau-pape-clement-2/,,"Почва: гравий, песок, глина, известняк.","32,5 га",30 лет,"Ручной сбор. Доферментационная мацерация при низкой температуре. Ферментация в деревянных емкостях. Мацерация в течение 30-40 дней. Малолактическая ферментация в дубе. Выдержка в течение 18 месяцев во французском дубе (70% новых бочек). Бленд: 50% каберне совиньон, 45% мерло, остальное - каберне фран и пти вердо.",,не используйте декантер,вино в лучшей форме,до 2026,0,0,0,0,,,,,https://winetime.moscow/pape-clement-2008
121534022841,Chateau Beau-Sejour Becot,,,Франция;MarketWinetime;Beau-Sejour Becot;Бордо;10 000 - 30 000;Secret-Margaux,"Chateau Beau-Sejour Becot premier grand Cru Classe 2003, 750 ml",,"У Бо-Сежур Беко насыщенный рубиново-фиолетовый цвет и очаровательный аромат черной смородины, фруктового пирога, кедра, глины, черносмороднового ликера и темных фруктов. Вино скорее полнотельное, с полностью интегрированными танинами, хорошей кислотностью и устойчивостью. Его будет приятно пить в течение следующих 10 лет.#nbsp;#nbsp;<br /><em>Роберт Паркер, 2014</em>",https://static.tildacdn.com/tild3334-6237-4639-a634-643430636366/16000_x_4000.jpg,23725.00,,,,,Ar8noM51IVS6yADDMdZZ,,Франция,2003,Бордо,"мерло, каберне фран, каберне совиньон","0,75","13,5%",91,Сент-Эмильон,90,"Красное, сухое",,,91,Франция,http://www.beausejour-becot.com,,"Виноградники располагаются к юго-востоку от Либурна. Почва: глина, известняк.",19 га,45 лет,"Особенности производства: Бленд: 70% мерло, 24% каберне фран, 6% каберне совиньон. Ручной сбор. Холодная мацерация в течение 4 дней. Ферментация в нержавеющей стали, причем 20−40% урожая ферментируется гроздями. Выдержка в барриках из французского дуба (65% новых бочек) в течение 18−20 месяцев.",,не используйте декантер,вино в лучшей форме,до 2024,0,0,0,0,,,,,https://winetime.moscow/beau-sejour-beco-2003
388442162081,Chateau Beau-Sejour Becot,,,Франция;MarketWinetime;Beau-Sejour Becot;Бордо;10 000 - 30 000;Secret-Margaux,"Chateau Beau-Sejour Becot premier grand Cru Classe 2012, 750 ml",,"Бо-Сежур Беко 2012 сразу же отличился странным и несколько зловонным запахом, который рассеялся, стоило мне лишь пару раз покрутить его в бокале. Мне понравилась его четкая детализированность: ароматы красной вишни и земляники, черного чая и подлеска. Я заметил, что с аэрацией он несколько изменился — за этим следовало бы понаблюдать. Вино среднетельное с изящными танинами. Чересчур твердовато для Сент-Эмильона, но все же приятно концентрированное. Сухое в достаточной мере, хоть послевкусие и не такое продолжительное и сложное, каким могло бы быть. Это одно из тех вин, которым просто необходимо время, чтобы раскрыться. Я уверен, в будущем это вино станет очень хорошим — ему нужно лишь успокоиться и обрести равновесие.#nbsp;<br /><em>Wine Advocate, 2016<span class=""ql-cursor"">﻿</span></em>",https://static.tildacdn.com/tild3939-3137-4930-a235-356133323738/Beau-Sejour-Becot-20.jpeg,16640.00,,,,,2uuca1H4gbDdKJZtXfIa,,Франция,2012,Бордо,"мерло, каберне фран, каберне совиньон","0,75","14,0%",91,Сент-Эмильон,91,"Красное, сухое",,,91,Франция,http://www.beausejour-becot.com,,"Виноградники располагаются к юго-востоку от Либурна. Почва: глина, известняк.",19 га,45 лет,"Особенности производства: Бленд: 70% мерло, 24% каберне фран, 6% каберне совиньон. Ручной сбор. Холодная мацерация в течение 4 дней. Ферментация в нержавеющей стали, причем 20−40% урожая ферментируется гроздями. Выдержка в барриках из французского дуба (65% новых бочек) в течение 18−20 месяцев.",,не используйте декантер,можно пить сейчас,до 2038,0,0,0,0,,,,,https://winetime.moscow/beau-sejour-becot-2012
446437398031,Chateau Beau-Sejour Becot,,,Франция;MarketWinetime;Beau-Sejour Becot;Бордо;10 000 - 30 000;Secret-Margaux,"Chateau Beau-Sejour Becot premier grand Cru Classe 2014, 750 ml",,"У Бо-Сежур Беко 2014 благородный и чувственный букет ароматов: моченая красная вишня, земляника, стручки ванили, апельсиновый щербет. Вино нюансированное и устойчивое. Среднетельное, с филигранными танинами, хорошо интегрированной дубовой нотой, по-настоящему глубокое вино. От него можно было бы ожидать более стойкого послевкусия, но не будем чересчур придираться. Это очень живое и свежее вино, его совершенно точно стоит купить.<br /><em>Wine Advocate, 2017</em>",https://static.tildacdn.com/tild3637-3137-4366-b734-333730386362/Beau-Sejour-Becot-20.jpeg,13858.00,,,,,ezO97MupcuUX0LfPt6VF,,Франция,2014,Бордо,"мерло, каберне фран, каберне совиньон","0,75","14,0%",93,Сент-Эмильон,93,"Красное, сухое",,,93,Франция,http://www.beausejour-becot.com,,"Виноградники располагаются к юго-востоку от Либурна. Почва: глина, известняк.",19 га,45 лет,"Особенности производства: Бленд: 87% мерло, 9% каберне совиньон, 4% каберне совиньон. Ручной сбор. Холодная мацерация в течение 4 дней. Ферментация в нержавеющей стали, причем 20−40% урожая ферментируется гроздями. Выдержка в барриках из французского дуба (65% новых бочек) в течение 18−20 месяцев.",,не используйте декантер,вино в лучшей форме,до 2035,0,0,0,0,,,,,https://winetime.moscow/beau-sejour-becot-2014
338932954531,Chateau l'Evangile,,,Франция;Chateau l'Evangile;Бордо;Редкие вина;Secret-Margaux,"Chateau l'Evangile 1985, 6000ml",,"Прекрасное Л’Еванжиль, один из главных успехов винтажа, цвет все еще очень густой, рубиново-фиолетовый, чуть светлее по кромке. Классический аромат малины, ежевики, лакрицы с нотками трюфеля. Вино ближе к полнотельному, очень концентрированное, хорошо сбалансированное, сладкое, мощное, но в то же время элегантное. Оно уже достигло полной зрелости, и на этом этапе должно задержаться надолго.
Wine Advocate, 2003",https://static.tildacdn.com/tild3062-3739-4734-b232-643937336434/l-evangile-1985-2.jpg,908700.00,,,,,U5fDuhjfEsNu9O3Z9FPT,,Франция,1985,Бордо,"мерло, каберне фран",6 ,"13,5%",95,Помроль,,"Красное, сухое",,,95,Франция,https://www.lafite.com/en/the-chateaus/chateau-levangile/,,"Почва: глина, голубая глина, гравий, песок, с высоким содержанием железа.",22 га,30 лет,Ручной сбор. Ферментация в цементных емкостях при контролируемой температуре (урожай с каждого участка - отдельно). Выдержка в бочках из французского дуба (70% - новый дуб) в течение 18 месяцев.,,используйте декантер для старых вин,вино в лучшей форме,до 2030,0,0,0,0,,,,,https://winetime.moscow/l-evangile-1985
915133342151,Chateau Cos d’Estournel,,,Франция;Cos d’Estournel;Бордо;Secret-Margaux,"Chateau Cos d’Estournel grand Cru Classe 1995, 750 ml","Шато Кос д’Эстурнель было основано в 1811 году Луи Гаспаром д’Эстурнелем, который предпочитал продавать свое вино напрямую клиентам, избегая посредничества негоциантов, важнейшего и самого влиятельного института французской виноторговли. Так Кос д’Эстурнель одними из первых в Бордо начали самостоятельно разливать свое вино, клеить этикетку и продавать. Однако самоисключение из традиционной цепи винодел-негоциант-клиент закрыло Косу дорогу в составленную негоциантами Классификацию вин Бордо 1855 года.","Вино в высшей степени насыщенное и открытое. Кос д’Эстурнель 1995 - более волнующее и гедонистическое вино в сравнении с 1996. Пышное, с развитой ароматикой (много темных фруктов, гриль, много специй), этот Кос обладает большой интенсивностью, плотным телом, во вкусе - сочные фрукты в изящном обрамлении нового дуба. Благодаря низкой кислотности и сладким танинам, этот Кос совершенно неотразим уже в молодом возрасте, но при этом у него впереди еще 2-3 десятилетия жизни. Окно зрелости: 2001-2025.<br /><strong>Wine Advocate, 1998</strong>",https://static.tildacdn.com/tild6362-3234-4332-a565-383963646336/cos-1995.jpg,59150.00,,,,,8UtIePiR1xpMYtNz6UNe,,Франция,1995,Бордо,"Каберне Совиньон, Мерло","0,75",13%,95,Сент-Эстеф,94,"Красное, сухое",,,95,Франция,https://www.estournel.com/en/,,,100 га,40 лет,"Ручной сбор. Ферментация при низкой температуре, чтобы экстракция не была чрезмерной, а танины слишком грубыми. Важно, что винодельня организована по самому передовому гравитационному принципу - без традиционных ручных перекачек, ремонтажей. В специальных гравитационных чанах сок рециркулирует из верхней части в нижнюю без вмешательства винодела и контакта с воздухом, который может дестабилизировать будущее вино. Выдержка в барриках из французского дуба (50-60% новых бочек) в течение 18 месяцев. Бленд: 60% каберне совиньон, 40% мерло.","Шато Кос д’Эстурнель было основано в 1811 году Луи Гаспаром д’Эстурнелем, который предпочитал продавать свое вино напрямую клиентам, избегая посредничества негоциантов, важнейшего и самого влиятельного института французской виноторговли. Так Кос д’Эстурнель одними из первых в Бордо начали самостоятельно разливать свое вино, клеить этикетку и продавать. Однако самоисключение из традиционной цепи винодел-негоциант-клиент закрыло Косу дорогу в составленную негоциантами Классификацию вин Бордо 1855 года.",не используйте декантер,вино в лучшей форме,до 2025,0,0,0,0,Шато Кос д’Эстурнель Гран Крю Классе,"Кос Д'Эстурнель 1995 - вино необыкновенно насыщенное и податливое. Очень привлекательное и гораздо более гедонистичное, чем последовавший за ним крепкий, мускулинный 1996. Пышное, с ароматами черных ягод, решетки гриля и большого количества специй. Полнотельное, со слоями липких фруктов в обрамлении нового дуба. У него высокая кислотность и сладкие танины - сложно удержаться и не выпить его молодым, но можно дать ему 20-30 лет. Ожидаемая зрелость: 2001-2025.",,,https://winetime.moscow/cos-d-estournel-1995
917417703791,Chateau Cos d’Estournel,,,Франция;Cos d’Estournel;Бордо;Secret-Margaux,"Chateau Cos d’Estournel grand Cru Classe 2011, 750 ml","Слово “Cos” в переводе с гасконского означает “холм, покрытый галькой”, и это лучшее описание местного терруара. Уникальная особенность виноградника Кос д’Эстурнель и его преимущество перед остальными участками в регионе - количественное преобладание гравия над глиной.","У Кос д’Эстурнель 2011 глубокий гранатово-фиолетовый цвет и насыщенный аромат жареных орехов, черешневого джема, черничного пирога, красной и черной смородины с едва заметными нотками копченого мяса и винного экстракта. Вино ближе к полнотельному, с очень сильными зернистыми танинами и впечатляющим вкусом темных фруктов и пряностей и очень долгим послевкусием. Это вино очень молодо и развивается медленно: очень впечатляет, особенно в контексте винтажа!
Wine Advocate, 2018",https://static.tildacdn.com/tild6461-3934-4532-b935-313030323365/cos-2011.jpg,39000.00,,,,,0sH12uKd4BJhV7C5LN8H,,Франция,2011,Бордо,"Каберне Совиньон, Мерло, Каберне Фран","0,75","13,5%",94,Сент-Эстеф,90,"Красное, сухое",,,94,Франция,https://www.estournel.com/en/,,"Лозы растут на пологом холме высотой 20 метров на юге Сент-Эстефа на границе с Пойяком. Почва: глина, гравий, песок, известняк.",100 га,40 лет,"Ручной сбор. Ферментация при низкой температуре, чтобы экстракция не была чрезмерной, а танины слишком грубыми. Важно, что винодельня организована по самому передовому гравитационному принципу - без традиционных ручных перекачек, ремонтажей. В специальных гравитационных чанах сок рециркулирует из верхней части в нижнюю без вмешательства винодела и контакта с воздухом, который может дестабилизировать будущее вино. Выдержка в барриках из французского дуба (50-60% новых бочек) в течение 18 месяцев. Бленд: 65% каберне совиньон, 30% мерло, 5% каберне фран.","Слово “Cos” в переводе с гасконского означает “холм, покрытый галькой”, и это лучшее описание местного терруара. Уникальная особенность виноградника Кос д’Эстурнель и его преимущество перед остальными участками в регионе - количественное преобладание гравия над глиной.",не используйте декантер,можно пить сейчас,до 2045,0,0,0,0,Шато Кос д’Эстурнель Гран Крю Классе,"Кос Д'Эстурнель 1995 - вино необыкновенно насыщенное и податливое. Очень привлекательное и гораздо более гедонистичное, чем последовавший за ним крепкий, мускулинный 1996. Пышное, с ароматами черных ягод, решетки гриля и большого количества специй. Полнотельное, со слоями липких фруктов в обрамлении нового дуба. У него высокая кислотность и сладкие танины - сложно удержаться и не выпить его молодым, но можно дать ему 20-30 лет. Ожидаемая зрелость: 2001-2025.",,,https://winetime.moscow/cos-d-estournel-2011
637502689481,Chateau Cos d’Estournel,,,Франция;Выключенные;Cos d’Estournel;Бордо;Secret-Margaux,"Chateau Cos d’Estournel grand Cru Classe 2012, 1500 ml",,"У Кос д’Эстурнель 2012 глубокий гранатово-фиолетовый цвет и выразительный аромат черешни, малины, красных и темных фруктов с тонкими нотами черносмородинового ликера, ментола, грифеля, сигарного ящика и лаванды. Вино ближе к полнотельному, очень элегантное, с очень заметными густыми танинами и долгим послевкусием. Очаровательное вино, незначительно уступающее 2011. Ему нужно еще 4-5 лет. 
Wine Advocate, 2018",https://static.tildacdn.com/tild3936-6239-4436-b337-343661323961/cos-pic-2.jpg,69000.00,,,,,YxC4i9ByZENSYDbRRvEp,,Франция,2012,Бордо,"каберне совиньон, мерло, каберне фран, пти вердо","1,5",14%,93,Сент-Эстеф,92,"Красное, сухое",,,93,Франция,https://www.estournel.com/en/,,"Лозы растут на пологом холме высотой 20 метров на юге Сент-Эстефа на границе с Пойяком. Почва: глина, гравий, песок, известняк.",100 га,40 лет,"Ручной сбор. Ферментация при низкой температуре, чтобы экстракция не была чрезмерной, а танины слишком грубыми. Важно, что винодельня организована по самому передовому гравитационному принципу - без традиционных ручных перекачек, ремонтажей. В специальных гравитационных чанах сок рециркулирует из верхней части в нижнюю без вмешательства винодела и контакта с воздухом, который может дестабилизировать будущее вино. Выдержка в барриках из французского дуба (50-60% новых бочек) в течение 18 месяцев. Бленд: 75% каберне совиньон, 22% мерло, 2% каберне фран, 1% пти вердо.",,используйте декантер для молодых вин,можно пить сейчас,до 2042,0,0,0,0,Шато Кос д’Эстурнель Гран Крю Классе,"Кос Д'Эстурнель 1995 - вино необыкновенно насыщенное и податливое. Очень привлекательное и гораздо более гедонистичное, чем последовавший за ним крепкий, мускулинный 1996. Пышное, с ароматами черных ягод, решетки гриля и большого количества специй. Полнотельное, со слоями липких фруктов в обрамлении нового дуба. У него высокая кислотность и сладкие танины - сложно удержаться и не выпить его молодым, но можно дать ему 20-30 лет. Ожидаемая зрелость: 2001-2025.",,,https://winetime.moscow/cos-d-estournel-2012
894439440261,Chateau Cos d’Estournel,,,Франция;Cos d’Estournel;Бордо;10 000 - 30 000;Secret-Margaux,"Chateau Cos d’Estournel grand Cru Classe 2014, 750 ml",,"У Кос д’Эстурнель 2014 глубокий гранатово-фиолетовый цвет. Аромат пока что выглядит закрытым, он медленно раскрывается нотами свежей черной смородины, темных фруктов, ежевики + карандашная стружка, сухая лаванда, лавровый лист, глина, железо. Вино ближе к полнотельному, с пышной сильной текстурой, свежей фруктовостью, сильными зернистыми танинами и долгим пряным послевкусием. 
Wine Advocate, 2018",https://static.tildacdn.com/tild3132-6265-4665-a465-363163663033/cos-2014.jpg,33800.00,,,,,6nHXaHxf5hCKl9K9Lhnx,,Франция,2014,Бордо,"каберне Совиньон, мерло, каберне фран","0,75","13,5%",94,Сент-Эстеф,94,"Красное, сухое",,,94,Франция,https://www.estournel.com/en/,,"Лозы растут на пологом холме высотой 20 метров на юге Сент-Эстефа на границе с Пойяком. Почва: глина, гравий, песок, известняк.",100 га,40 лет,"Ручной сбор. Ферментация при низкой температуре, чтобы экстракция не была чрезмерной, а танины слишком грубыми. Важно, что винодельня организована по самому передовому гравитационному принципу - без традиционных ручных перекачек, ремонтажей. В специальных гравитационных чанах сок рециркулирует из верхней части в нижнюю без вмешательства винодела и контакта с воздухом, который может дестабилизировать будущее вино. Выдержка в барриках из французского дуба (50-60% новых бочек) в течение 18 месяцев. Бленд: 65% каберне совиньон, 33% мерло, 2% каберне фран.",,используйте декантер для молодых вин,можно пить сейчас,до 2047,0,0,0,0,Шато Кос д’Эстурнель Гран Крю Классе,"Кос Д'Эстурнель 1995 - вино необыкновенно насыщенное и податливое. Очень привлекательное и гораздо более гедонистичное, чем последовавший за ним крепкий, мускулинный 1996. Пышное, с ароматами черных ягод, решетки гриля и большого количества специй. Полнотельное, со слоями липких фруктов в обрамлении нового дуба. У него высокая кислотность и сладкие танины - сложно удержаться и не выпить его молодым, но можно дать ему 20-30 лет. Ожидаемая зрелость: 2001-2025.",,,https://winetime.moscow/cos-d-estournel-2014
334842226071,Chateau l'Evangile,,,Франция;Chateau l'Evangile;Бордо;Secret-Margaux,"Chateau l'Evangile 2008, 1500ml",В 1990 году 70% Шато Л’Еванжиль было куплено Ротшильдами из Шато Лафит Ротшильд. Оставшиеся 30% были выкуплены в 1999 году.,"Чудесный насыщенный цвет. Очаровательный, открытый аромат, очень сочный, с нотами дыма, ванили, имбирного пряника, фруктового пирога и шерсти. Роскошное по текстуре, насыщенное и танинное, с приятной фруктовостью, хорошей кислотностью и концентрацией, выдающейся структурой и отличным общим балансом. Вино с большим потенциалом, элегантное, с невероятно долгим послевкусием с нотами дыма, дуба и гравия. Я думаю, оно будет прекрасно сочетаться с едой. Со временем непременно станет еще лучше.
Wine Advocate, 2012",https://static.tildacdn.com/tild3364-3461-4133-a163-306335356537/l-evangile-2008-magn.jpg,99255.00,,,,,OVnHAijFfxaeYJ4P8oVi,,Франция,2008,Бордо,"мерло, каберне фран","1,5",14%,94,Помроль,93,"Красное, сухое",,,94,Франция,https://www.lafite.com/en/the-chateaus/chateau-levangile/,,"Почва: глина, голубая глина, гравий, песок, с высоким содержанием железа.",22 га,30 лет,Ручной сбор. Ферментация в цементных емкостях при контролируемой температуре (урожай с каждого участка - отдельно). Выдержка в бочках из французского дуба (70% - новый дуб) в течение 18 месяцев.,В 1990 году 70% Шато Л’Еванжиль было куплено Ротшильдами из Шато Лафит Ротшильд. Оставшиеся 30% были выкуплены в 1999 году.,не используйте декантер,вино в лучшей форме,до 2031,0,0,0,0,,,,,https://winetime.moscow/l-evangile-2008
520534649641,Chateau l'Evangile,,,Франция;Chateau l'Evangile;Бордо;Secret-Margaux,"Chateau l'Evangile 2002, 750ml",Шато Л’Еванжиль - одно из старейших винодельческих хозяйств Помроля. Оно было основано в 1741 году.,"Отличное вино из Помроля, элегантное, но сильное. Это среднетельное Л’Еванжиль обладает насыщенным рубиново-фиолетовым цветом и ароматом сладкой ежевики, малины, заметными земляными нотами, сладкими танинами и долгим послевкусием. Бленд 2002 состоит из 78% мерло и 22% каберне фран. Танины чуть слаще, чем я предполагал, так что это вино будет хорошо питься уже в молодом возрасте, но при этом сохранит свои качества на долгие годы. 
Wine Advocate, 2005",https://static.tildacdn.com/tild3966-6335-4532-b133-396566303535/l-evangile-2002.jpg,38870.00,,,,,60sZ39UbBN2jNXoyk8VX,,Франция,2002,Бордо,"мерло, каберне фран","0,75","13,5%",90,Помроль,88,"Красное, сухое",,,90,Франция,https://www.lafite.com/en/the-chateaus/chateau-levangile/,,"Почва: глина, голубая глина, гравий, песок, с высоким содержанием железа.",22 га,30 лет,Ручной сбор. Ферментация в цементных емкостях при контролируемой температуре (урожай с каждого участка - отдельно). Выдержка в бочках из французского дуба (70% - новый дуб) в течение 18 месяцев.,Шато Л’Еванжиль - одно из старейших винодельческих хозяйств Помроля. Оно было основано в 1741 году.,не используйте декантер,вино в лучшей форме,до 2024,0,0,0,0,,,,,https://winetime.moscow/l-evangile-2002
